word1,word2,image_similarity,text_similarity,multimodal_similarity,stimuli_id,row_id
dog,cat,0.76416015625,0.931640625,0.8369140625,4587,4587_0
dog,monkey,0.681640625,0.87841796875,0.7763671875,4589,4589_0
dog,teddybear,0.6787109375,0.888671875,0.7841796875,4591,4591_0
dog,fish,0.70068359375,0.88525390625,0.77783203125,4601,4601_0
dog,fish,0.572265625,0.88525390625,0.7216796875,4611,4611_0
doll,teddybear,0.75439453125,0.8701171875,0.8076171875,4613,4613_0
doll,teddybear,0.7470703125,0.8701171875,0.80419921875,4614,4614_0
doll,dog,0.705078125,0.87255859375,0.783203125,4617,4617_0
doll,dog,0.7890625,0.87255859375,0.845703125,4619,4619_0
door,stroller,0.6376953125,0.7255859375,0.65185546875,4621,4621_0
door,stroller,0.6748046875,0.7255859375,0.66552734375,4623,4623_0
drum,hammer,0.68017578125,0.8193359375,0.74951171875,4625,4625_0
drum,hammer,0.74267578125,0.8193359375,0.77392578125,4626,4626_0
drum,train,0.50341796875,0.82373046875,0.64404296875,4627,4627_0
drum,train,0.63330078125,0.82373046875,0.732421875,4628,4628_0
duck,kangaroo,,,,4635,4635_0
duck,kangaroo,0.66796875,0.81787109375,0.72216796875,4639,4639_0
duck,pacifier,0.7197265625,0.7412109375,0.73974609375,4641,4641_0
duck,pacifier,0.75390625,0.7412109375,0.7626953125,4642,4642_0
elephant,giraffe,,,,4649,4649_0
elephant,giraffe,0.8046875,0.857421875,0.810546875,4650,4650_0
elephant,cat,0.68212890625,0.83984375,0.74755859375,4651,4651_0
elephant,cat,0.7236328125,0.83984375,0.765625,4658,4658_0
fan,train,0.56396484375,0.80224609375,0.67578125,4662,4662_0
fan,train,0.6083984375,0.80224609375,0.685546875,4666,4666_0
frog,lion,0.6533203125,0.8154296875,0.6982421875,4676,4676_0
frog,lion,0.6591796875,0.8154296875,0.75,4677,4677_0
garbage,water,0.7197265625,0.87109375,0.814453125,4680,4680_0
garbage,water,0.6943359375,0.87109375,0.7919921875,4681,4681_0
gate,tractor,0.7421875,0.77880859375,0.76220703125,4684,4684_0
gate,tractor,0.64111328125,0.77880859375,0.7080078125,4686,4686_0
hat,keys,0.67431640625,0.75146484375,0.72119140625,4708,4708_0
hat,truck,0.63134765625,0.78125,0.7060546875,4709,4709_0
hat,truck,0.6328125,0.78125,0.689453125,4715,4715_0
highchair,pacifier,0.6689453125,0.65478515625,0.6884765625,4731,4731_0
highchair,shoes,0.73095703125,0.72802734375,0.71337890625,4733,4733_0
highchair,shoes,0.67724609375,0.72802734375,0.69873046875,4735,4735_0
highchair,shoes,0.70947265625,0.72802734375,0.7275390625,4736,4736_0
highchair,sippycup,0.6904296875,0.697265625,0.69677734375,4737,4737_0
highchair,pacifier,0.6630859375,0.65478515625,0.6611328125,4747,4747_0
highchair,sippycup,,,,4753,4753_0
horse,owl,0.68408203125,0.82470703125,0.716796875,4754,4754_0
horse,owl,0.67041015625,0.82470703125,0.73828125,4755,4755_0
keys,milk,0.65478515625,0.810546875,0.732421875,4765,4765_0
keys,shoes,0.63671875,0.80615234375,0.72802734375,4767,4767_0
keys,glasses,0.68505859375,0.78564453125,0.74609375,4769,4769_0
keys,water,0.65673828125,0.8291015625,0.73828125,4771,4771_0
keys,hat,0.70166015625,0.75146484375,0.7138671875,4775,4775_0
keys,milk,,,,4777,4777_0
keys,shoes,,,,4779,4779_0
keys,glasses,0.7275390625,0.78564453125,0.7548828125,4781,4781_0
keys,water,0.64111328125,0.8291015625,0.73388671875,4783,4783_0
cat,monkey,0.71240234375,0.87158203125,0.7919921875,4788,4788_0
cat,monkey,0.7138671875,0.87158203125,0.7802734375,4789,4789_0
cat,dog,0.74560546875,0.931640625,0.8291015625,4790,4790_0
cat,dog,0.79345703125,0.931640625,0.85302734375,4791,4791_0
maraca,shoes,0.62109375,0.736328125,0.66357421875,4807,4807_0
maraca,shoes,0.56103515625,0.736328125,0.646484375,4809,4809_0
milk,pacifier,,,,4815,4815_0
milk,pacifier,0.7861328125,0.77099609375,0.7939453125,4816,4816_0
milk,phone,0.6357421875,0.86962890625,0.74462890625,4817,4817_0
milk,remote,0.58349609375,0.814453125,0.6943359375,4819,4819_0
milk,remote,0.66748046875,0.814453125,0.74267578125,4820,4820_0
milk,wagon,0.7333984375,0.779296875,0.7587890625,4821,4821_0
milk,phone,0.73193359375,0.86962890625,0.794921875,4829,4829_0
milk,wagon,,,,4832,4832_0
monkey,teddybear,0.765625,0.8603515625,0.822265625,4838,4838_0
monkey,tiger,0.76513671875,0.85546875,0.79150390625,4840,4840_0
monkey,tiger,0.791015625,0.85546875,0.814453125,4841,4841_0
monkey,teddybear,0.623046875,0.8603515625,0.73974609375,4845,4845_0
pacifier,remote,0.6064453125,0.73388671875,0.68310546875,4872,4872_0
pacifier,water,0.57763671875,0.775390625,0.689453125,4874,4874_0
pacifier,water,0.7333984375,0.775390625,0.82373046875,4875,4875_0
pacifier,remote,0.68017578125,0.73388671875,0.72265625,4877,4877_0
phone,shoes,0.59130859375,0.86083984375,0.712890625,4892,4892_0
phone,shoes,,,,4893,4893_0
puzzle,water,0.480224609375,0.86767578125,0.67236328125,4940,4940_0
puzzle,water,0.54736328125,0.86767578125,0.71923828125,4941,4941_0
shoes,tablet,0.54248046875,0.79443359375,0.65576171875,4978,4978_0
shoes,tablet,0.67578125,0.79443359375,0.708984375,5001,5001_0
slide,table,0.736328125,0.79248046875,0.728515625,5037,5037_0
slide,table,0.78076171875,0.79248046875,0.8076171875,5038,5038_0
socks,water,0.57861328125,0.81494140625,0.689453125,5041,5041_0
socks,water,0.62841796875,0.81494140625,0.708984375,5043,5043_0
spoon,water,0.6572265625,0.84375,0.7421875,5063,5063_0
spoon,water,0.7548828125,0.84375,0.8125,5079,5079_0
truck,water,0.59521484375,0.84716796875,0.72509765625,5155,5155_0
truck,water,0.63818359375,0.84716796875,0.73486328125,5156,5156_0
book,dog,,,,5217,5217_0
sock,cup,,,,5219,5219_0
cat,car,,,,5222,5222_0
ball,duck,,,,5223,5223_0
book,dog,,,,5224,5224_0
cookie,shoe,,,,5225,5225_0
ball,duck,,,,5226,5226_0
car,cat,,,,5228,5228_0
duck,ball,,,,5230,5230_0
shoe,cookie,,,,5231,5231_0
dog,book,,,,5233,5233_0
cup,sock,,,,5234,5234_0
dog,book,,,,5235,5235_0
duck,ball,,,,5238,5238_0
dog,book,0.65869140625,0.85791015625,0.7421875,5263,5263_0
cookie,foot,0.64599609375,0.81884765625,0.72314453125,5264,5264_0
mouth,door,0.669921875,0.83056640625,0.73681640625,5269,5269_0
dog,book,0.65869140625,0.85791015625,0.7421875,5274,5274_0
cookie,foot,0.64599609375,0.81884765625,0.72314453125,5276,5276_0
mouth,door,0.669921875,0.83056640625,0.73681640625,5281,5281_0
pajamas,shoe,0.6240234375,0.76708984375,0.6923828125,5335,5335_0
toothbrush,cup,0.67138671875,0.8115234375,0.73583984375,5336,5336_0
coat,bowl,0.6806640625,0.771484375,0.67724609375,5337,5337_0
bib,sock,0.7119140625,0.73486328125,0.7236328125,5338,5338_0
shirt,hat,0.71728515625,0.7919921875,0.74365234375,5339,5339_0
dog,book,0.498046875,0.85791015625,0.6884765625,5415,5415_0
cookie,baby,0.61083984375,0.83935546875,0.7236328125,5416,5416_0
bottle,bird,0.56982421875,0.84765625,0.69677734375,5417,5417_0
cat,ball,0.63037109375,0.818359375,0.7099609375,5418,5418_0
horse,clock,0.53759765625,0.8232421875,0.66455078125,5419,5419_0
carrot,lamp,0.5732421875,0.73388671875,0.638671875,5420,5420_0
lion,table,0.62744140625,0.78515625,0.6884765625,5421,5421_0
hammer,sheep,0.6728515625,0.7763671875,0.70947265625,5422,5422_0
